time,T,RH,P,NOx,SO2,CO,O3,EW,NW,DOY,hour
2020-10-02 19:10:00,12.74,72.8,1016.93,15.1088,0.0805599999999999,225.9594,19.522501,3.7471802154918143,0.3344640326994817,0.7561643835616438,0.7916666666666666
2020-10-02 19:20:00,12.78,73.0,1016.99,17.0471,0.084055,242.7112,17.766797,3.1787523212053426,0.8451790750281717,0.7561643835616438,0.7916666666666666
2020-10-02 19:30:00,12.7,73.0,1017.0,18.217038,0.063041,238.026,16.820364,3.174341701872365,0.909403491991182,0.7561643835616438,0.7916666666666666
2020-10-02 19:40:00,12.72,73.4,1017.0,16.298617999999998,0.04319,224.5502,17.591156,3.130677051535,0.6436271696866513,0.7561643835616438,0.7916666666666666
2020-10-02 19:50:00,12.8,73.7,1017.13,19.699092,0.05603,253.81840000000005,15.227511000000002,3.106636280978875,0.4252956957165561,0.7561643835616438,0.7916666666666666
2020-10-02 20:00:00,12.91,74.0,1017.18,18.878048,0.074702,243.499,15.976593,3.646664772658602,0.5102998539563589,0.7561643835616438,0.8333333333333334
2020-10-02 20:10:00,13.16,73.3,1017.2,18.053028,0.057189,247.4042,16.512502,3.81278107208476,0.5853623713841031,0.7561643835616438,0.8333333333333334
2020-10-02 20:20:00,13.22,73.0,1017.24,18.809462,0.103871,249.9938,15.724959000000002,3.427678503042526,0.8055983600466268,0.7561643835616438,0.8333333333333334
2020-10-02 20:30:00,13.23,73.4,1017.36,20.354138,0.106206,257.7106,14.249536,2.6733547261177355,-0.4826291096323237,0.7561643835616438,0.8333333333333334
2020-10-02 20:40:00,13.26,74.7,1017.4,21.12747,0.1120369999999999,250.961,13.737341,3.1345251413954096,0.1802021658816771,0.7561643835616438,0.8333333333333334
2020-10-02 20:50:00,13.63,74.1,1017.4,17.977484,0.113201,239.6562,17.400783999999998,3.138634968452964,0.1365016406149519,0.7561643835616438,0.8333333333333334
2020-10-02 21:00:00,13.57,75.1,1017.47,15.592878000000002,0.117863,222.5924,18.547595,3.535724778504361,-0.0411091238201211,0.7561643835616438,0.875
2020-10-02 21:10:00,13.6,76.1,1017.5,15.334438,0.123695,221.945,18.932507,3.370507636639237,-0.2019847503011798,0.7561643835616438,0.875
2020-10-02 21:20:00,13.5,77.1,1017.6,14.063112,0.135365,214.1086,19.332224,2.559779928614742,-0.3414533078126253,0.7561643835616438,0.875
2020-10-02 21:30:00,13.41,78.2,1017.61,14.694302,0.133024,213.90320000000003,18.424275,2.435754295621222,0.0448437933378842,0.7561643835616438,0.875
2020-10-02 21:40:00,13.35,79.0,1017.64,14.819546,0.113177,215.6296,18.40159,2.657679868140171,-0.3355522563508067,0.7561643835616438,0.875
2020-10-02 21:50:00,13.320000000000002,80.0,1017.69,13.365324,0.1061699999999999,214.4336,18.745053,2.818388494340849,-0.1285910197452652,0.7561643835616438,0.875
2020-10-02 22:00:00,13.3,79.8,1017.65,12.660578,0.109666,211.61,19.078646,2.191979107024804,-0.250785010173478,0.7561643835616438,0.9166666666666666
2020-10-02 22:10:00,13.330000000000002,79.4,1017.66,10.505586,0.108502,201.2828,20.960715,2.6368989278453165,-0.432167871325341,0.7561643835616438,0.9166666666666666
2020-10-02 22:20:00,13.37,79.0,1017.61,8.520568,0.154014,200.8512,22.734221,2.7320644544313093,-0.6631211022555291,0.7561643835616438,0.9166666666666666
2020-10-02 22:30:00,13.39,78.5,1017.6,7.722386,0.166852,200.7654,23.415208,2.955580819282132,-0.2079531335558277,0.7561643835616438,0.9166666666666666
2020-10-02 22:40:00,13.4,78.2,1017.59,7.000742,0.213539,205.2426,23.953096,2.7516458974476543,-0.1920391747108276,0.7561643835616438,0.9166666666666666
2020-10-02 22:50:00,13.27,78.9,1017.51,9.559298,0.20653,207.3902,21.798669,2.4213958247127243,-0.1527872631231017,0.7561643835616438,0.9166666666666666
2020-10-02 23:00:00,13.24,79.0,1017.51,8.894312,0.235711,211.844,22.101669,2.2093332611988905,-0.1354298538197341,0.7561643835616438,0.9583333333333334
2020-10-02 23:10:00,13.29,78.1,1017.5,9.1448,0.267223,205.4246,22.02668,2.594198076856345,0.3650371687036582,0.7561643835616438,0.9583333333333334
2020-10-02 23:20:00,13.19,77.7,1017.57,7.539490000000001,0.28006,194.0028,22.816231,1.5636266186783965,0.9036662071286384,0.7561643835616438,0.9583333333333334
2020-10-02 23:30:00,12.56,80.1,1017.53,7.77308,0.241533,200.7394,21.495749,1.310504152591296,1.066822792845756,0.7561643835616438,0.9583333333333334
2020-10-02 23:40:00,12.46,81.2,1017.5,7.438101999999999,0.192502,209.3246,21.184883,2.16694322314729,1.326593843033238,0.7561643835616438,0.9583333333333334
2020-10-02 23:50:00,12.41,81.0,1017.53,7.473886,0.134133,201.1736,21.397088,1.7923296132872115,0.5183769245299168,0.7561643835616438,0.9583333333333334
2020-10-03 00:00:00,12.31,81.8,1017.51,7.391383999999999,0.140205,201.8262,20.876997,1.4692407523634343,0.6948830515508052,0.7589041095890411,0.0
2020-10-03 00:10:00,11.830000000000002,83.4,1017.55,7.498735999999999,0.119188,208.2378,18.59229,1.9107587055310151,0.5037526585816731,0.7589041095890411,0.0
2020-10-03 00:20:00,11.89,84.0,1017.57,7.66374,0.047976,198.3474,19.044314,2.328581482623011,0.8174035857096531,0.7589041095890411,0.0
2020-10-03 00:30:00,11.78,84.8,1017.5,7.714434,0.070142,193.891,18.847932,1.543414328364394,0.753462052124384,0.7589041095890411,0.0
2020-10-03 00:40:00,11.61,85.2,1017.5,7.089207999999999,0.043286,187.5886,18.4137,0.7528410025789338,0.748816636115418,0.7589041095890411,0.0
2020-10-03 00:50:00,11.52,86.0,1017.5,6.9818560000000005,0.026942,185.8518,18.175867,0.7731673945957167,1.2229034284437723,0.7589041095890411,0.0
2020-10-03 01:00:00,11.37,86.3,1017.5,6.816852,0.010585,185.4176,18.177855,1.4155162952302824,1.2083696634573236,0.7589041095890411,0.041666666666666664
2020-10-03 01:10:00,11.330000000000002,86.7,1017.41,7.081256000000001,0.0211069999999999,189.224,18.034767,1.4281988314739875,1.282561795367958,0.7589041095890411,0.041666666666666664
2020-10-03 01:20:00,11.31,87.0,1017.4,7.224392,0.015246,185.0952,18.036756,1.1269100932206542,1.2712690505592528,0.7589041095890411,0.041666666666666664
2020-10-03 01:30:00,11.37,87.0,1017.35,6.758206,0.0257589999999999,181.6138,18.492727,0.9721137295769172,1.2419112934237924,0.7589041095890411,0.041666666666666664
2020-10-03 01:40:00,11.4,86.9,1017.34,7.015652,0.0304299999999999,189.4398,18.356548,1.520203968932446,1.3749908489665903,0.7589041095890411,0.041666666666666664
2020-10-03 01:50:00,11.4,86.9,1017.4,6.69956,0.033929,180.7454,18.651654,1.5086188535626308,0.9393900049231868,0.7589041095890411,0.041666666666666664
2020-10-03 02:00:00,11.42,87.0,1017.38,7.064358,0.039738,187.70300000000003,18.418755,2.454228235471548,0.5892945254928958,0.7589041095890411,0.08333333333333333
2020-10-03 02:10:00,11.39,87.0,1017.21,7.581238000000001,0.029236,185.4176,18.03979,2.594401787054532,0.7453587777934881,0.7589041095890411,0.08333333333333333
2020-10-03 02:20:00,11.3,87.1,1017.2,7.131950000000001,0.024569,180.1032,18.181921,2.013320208519217,1.325546243759818,0.7589041095890411,0.08333333333333333
2020-10-03 02:30:00,11.2,88.0,1017.2,7.016646,0.061923,181.2966,18.551046,2.0138302087479643,1.4550078518423577,0.7589041095890411,0.08333333333333333
2020-10-03 02:40:00,11.169999999999998,87.6,1017.2,6.849653999999999,0.070087,183.7874,18.283604,2.2078399039600014,1.5804064618995026,0.7589041095890411,0.08333333333333333
2020-10-03 02:50:00,11.11,88.0,1017.2,6.9083,0.0350599999999999,184.6662,18.023072,1.886196448047968,1.719808640885087,0.7589041095890411,0.08333333333333333
2020-10-03 03:00:00,10.97,88.2,1017.19,7.110082,0.042061,186.2002,17.785236,1.9054382922923625,1.3073279637898128,0.7589041095890411,0.125
2020-10-03 03:10:00,10.96,88.4,1017.07,7.1568,0.0187059999999999,189.913,17.647081,1.4588177962902222,0.8505317477144384,0.7589041095890411,0.125
2020-10-03 03:20:00,10.9,89.0,1017.0,7.241290000000001,0.040884,199.377,17.570117,2.115620338413161,1.0852484835093947,0.7589041095890411,0.125
2020-10-03 03:30:00,10.95,89.0,1016.95,7.348642,0.037383,213.9344,17.512890000000002,1.858185447687721,0.7366450015983605,0.7589041095890411,0.125
2020-10-03 03:40:00,10.88,89.0,1016.81,7.283038,0.0268719999999999,202.2838,17.754697999999998,1.4132688288508666,1.25622318827747,0.7589041095890411,0.125
2020-10-03 03:50:00,10.81,89.0,1016.8,6.725404,0.045548,194.0106,17.793205,1.5992917369322714,1.6579656395547755,0.7589041095890411,0.125
2020-10-03 04:00:00,10.77,89.0,1016.8,6.069364,0.016356,200.0998,18.151473,1.545716039975542,1.4918757908515787,0.7589041095890411,0.16666666666666666
2020-10-03 04:10:00,10.78,89.0,1016.86,6.508712,0.023355,224.0042,17.768562,2.068957910169098,1.1522127520753145,0.7589041095890411,0.16666666666666666
2020-10-03 04:20:00,10.68,89.1,1016.9,6.3417200000000005,0.028024,190.3082,17.498158,2.1033705580331343,1.422335114223933,0.7589041095890411,0.16666666666666666
2020-10-03 04:30:00,10.6,89.6,1016.88,6.9748980000000005,0.007005,188.7872,16.879369,1.8857583862962204,1.1505232873745204,0.7589041095890411,0.16666666666666666
2020-10-03 04:40:00,10.51,89.7,1016.8,7.0325500000000005,0.0,191.0674,16.305975,1.4110875083983123,0.8820959980454077,0.7589041095890411,0.16666666666666666
2020-10-03 04:50:00,10.45,89.5,1016.79,7.573286,0.009337,199.0,15.615143,1.4145767226645372,0.6806194210048131,0.7589041095890411,0.16666666666666666
2020-10-03 05:00:00,10.42,89.7,1016.76,8.24523,0.0070019999999999,198.5658,14.84535,2.169983750262724,0.9899722113659044,0.7589041095890411,0.20833333333333334
2020-10-03 05:10:00,10.4,90.0,1016.67,8.918168,0.009333,199.4446,14.354861,1.8838858265375693,1.1888513575646384,0.7589041095890411,0.20833333333333334
2020-10-03 05:20:00,10.37,90.0,1016.66,8.669668,0.015166,200.3104,14.213742,2.687499707676577,0.9778959701490112,0.7589041095890411,0.20833333333333334
2020-10-03 05:30:00,10.330000000000002,90.5,1016.75,9.443,0.023338,205.8822,13.404475,3.5712744884366137,0.7589070484042961,0.7589041095890411,0.20833333333333334
2020-10-03 05:40:00,10.3,91.0,1016.63,9.823702,0.012833,198.792,13.053141,3.43953410527243,1.457808129355312,0.7589041095890411,0.20833333333333334
2020-10-03 05:50:00,10.25,91.0,1016.6,9.791894,0.0081619999999999,205.6404,12.794576,2.646690582417869,0.948328964801933,0.7589041095890411,0.20833333333333334
2020-10-03 06:00:00,10.36,91.0,1016.6,10.289888,0.037333,205.0918,12.205394,2.5049499816466403,1.3974633946151107,0.7589041095890411,0.25
2020-10-03 06:10:00,10.43,91.0,1016.6,9.735236,0.022156,206.8468,12.955474,2.785006750333777,0.9507798321850608,0.7589041095890411,0.25
2020-10-03 06:20:00,10.51,91.0,1016.6,9.235254,0.033821,210.8612,13.016676999999998,2.422084914430522,1.580742860620047,0.7589041095890411,0.25
2020-10-03 06:30:00,10.59,91.0,1016.62,9.808792,0.043152,210.8456,12.596258,3.112442402919198,1.025711588361395,0.7589041095890411,0.25
2020-10-03 06:40:00,10.61,91.0,1016.62,10.390282,0.1225179999999999,205.8484,12.458099,2.902329010628608,0.8937566490836915,0.7589041095890411,0.25
2020-10-03 06:50:00,10.72,91.0,1016.6,10.398234,0.0653189999999999,213.2376,12.830187,3.015358102787178,0.6760517603068013,0.7589041095890411,0.25
2020-10-03 07:00:00,10.89,91.0,1016.65,10.298834,0.058318,206.8286,13.071012,3.0937806312390768,0.3903701244795249,0.7589041095890411,0.2916666666666667
2020-10-03 07:10:00,11.06,91.0,1016.7,9.933042,0.04896,201.1788,14.19514,3.122371570077837,0.5009671326107933,0.7589041095890411,0.2916666666666667
2020-10-03 07:20:00,11.21,90.6,1016.71,9.659692,0.025626,206.8234,14.388594,3.507171853934693,0.6663295894419294,0.7589041095890411,0.2916666666666667
2020-10-03 07:30:00,11.38,90.0,1016.68,9.957892,0.040798,195.6512,15.125846,3.282341071898931,0.9055765700745196,0.7589041095890411,0.2916666666666667
2020-10-03 07:40:00,11.57,89.5,1016.6,8.868468,0.029144,201.951,16.496710999999998,4.101513698680303,0.7116385623399812,0.7589041095890411,0.2916666666666667
2020-10-03 07:50:00,11.83,88.8,1016.6,8.63786,0.037305,196.5326,17.898173,3.992208002170431,0.4954613821560906,0.7589041095890411,0.2916666666666667
2020-10-03 08:00:00,12.11,87.8,1016.57,8.02158,0.016316,187.599,20.267815,3.840439604209696,0.1841209493731049,0.7589041095890411,0.3333333333333333
2020-10-03 08:10:00,12.330000000000002,86.9,1016.49,7.814828,0.050114,181.5124,22.810174,3.895964619765983,-0.7235386864518736,0.7589041095890411,0.3333333333333333
2020-10-03 08:20:00,12.54,86.1,1016.5,6.2681640000000005,0.1236429999999999,175.3374,24.86499,3.4601000582476784,0.2044235698946918,0.7589041095890411,0.3333333333333333
2020-10-03 08:30:00,12.65,85.9,1016.5,5.651884,0.067605,186.2054,25.391042,3.615910130904621,-0.2681117225891579,0.7589041095890411,0.3333333333333333
2020-10-03 08:40:00,12.73,85.5,1016.5,5.67077,0.051278,190.6774,25.545022,4.709218313408174,0.4324404388651786,0.7589041095890411,0.3333333333333333
2020-10-03 08:50:00,12.86,84.8,1016.49,5.652877999999999,0.07578,194.6606,26.080945000000003,4.739072463623796,0.2160763715429477,0.7589041095890411,0.3333333333333333
2020-10-03 09:00:00,13.39,82.8,1016.48,5.728422,0.110786,187.2766,26.736286,3.609351772583002,-0.2933734402738527,0.7589041095890411,0.375
2020-10-03 09:10:00,13.61,80.4,1016.46,5.851678,0.155139,188.4778,26.614911,3.7550382041241432,-0.1396633248711446,0.7589041095890411,0.375
2020-10-03 09:20:00,13.669999999999998,79.3,1016.38,6.22741,0.136458,175.7638,27.143926,4.487350422610502,-0.0182247874369593,0.7589041095890411,0.375
2020-10-03 09:30:00,13.62,78.6,1016.3,5.388474,0.131784,174.118,27.618663,4.383071959792834,0.1756512176224972,0.7589041095890411,0.375
2020-10-03 09:40:00,13.41,79.1,1016.36,5.313924,0.101427,184.9964,26.947561,4.681220439636397,-0.649313703742875,0.7589041095890411,0.375
2020-10-03 09:50:00,13.27,80.3,1016.27,6.543501999999999,0.0664169999999999,192.7184,26.202439,4.257101224859132,0.058185950314761,0.7589041095890411,0.375
2020-10-03 10:00:00,13.15,81.4,1016.12,7.347647999999999,0.075752,194.346,24.907595,5.524233914971562,0.0685026792935257,0.7589041095890411,0.4166666666666667
2020-10-03 10:10:00,13.09,82.0,1016.12,8.30487,0.128265,192.6196,24.515796,3.6374393033001553,-1.394128063920037,0.7589041095890411,0.4166666666666667
2020-10-03 10:20:00,13.06,82.0,1016.14,7.364546,0.130595,193.384,25.533347,3.7448262138758,-1.193569755777442,0.7589041095890411,0.4166666666666667
2020-10-03 10:30:00,13.11,81.8,1016.2,6.6319680000000005,0.162111,194.4578,25.943932,4.570037756334115,-0.4753732271927802,0.7589041095890411,0.4166666666666667
2020-10-03 10:40:00,13.12,81.9,1016.27,8.089172000000001,0.177282,190.8802,24.832654,5.374538678744562,-1.6116174217810226,0.7589041095890411,0.4166666666666667
2020-10-03 10:50:00,12.99,82.4,1016.24,6.892396,0.1550969999999999,191.7486,25.917319,4.913834165998685,-1.2292724958907697,0.7589041095890411,0.4166666666666667
2020-10-03 11:00:00,13.03,82.1,1016.21,5.810924,0.1119,183.3766,26.840124000000003,4.88735455059267,-0.2121158180842151,0.7589041095890411,0.4583333333333333
2020-10-03 11:10:00,13.03,82.0,1016.17,5.985868,0.127069,183.8966,26.819415,4.672612038919791,-0.6471446784199153,0.7589041095890411,0.4583333333333333
2020-10-03 11:20:00,12.95,82.0,1016.17,6.035568,0.093214,173.6812,26.741463,5.475415024991898,-0.8418709562960291,0.7589041095890411,0.4583333333333333
2020-10-03 11:30:00,13.05,81.9,1016.2,8.19553,0.11889,179.76780000000002,24.75082,4.003402533104308,-0.091953073991892,0.7589041095890411,0.4583333333333333
